初一	1	1	20170011	1	田徑體適能興趣班	90
初一	1	1	20170011	1	語文	73
初一	1	1	20170011	1	數學	42
初一	1	1	20170011	1	英文	45
初一	1	1	20170011	1	英會	62
初一	1	1	20170011	1	生物	73
初一	1	1	20170011	1	歷史	74
初一	1	1	20170011	1	地理	79
初一	1	1	20170011	1	音樂	74
初一	1	1	20170011	1	體育	90
初一	1	1	20170011	1	公民	96
初一	1	1	20170011	1	電腦	73
初一	1	1	20170011	1	美術	87
初一	1	1	20170011	2	田徑體適能興趣班	99
初一	1	1	20170011	2	語文	69
初一	1	1	20170011	2	數學	62
初一	1	1	20170011	2	英文	41
初一	1	1	20170011	2	英會	51
初一	1	1	20170011	2	生物	69
初一	1	1	20170011	2	歷史	75
初一	1	1	20170011	2	地理	79
初一	1	1	20170011	2	音樂	89
初一	1	1	20170011	2	體育	98
初一	1	1	20170011	2	公民	82
初一	1	1	20170011	2	電腦	71
初一	1	1	20170011	2	美術	86
初一	1	1	20170011	2.5	田徑體適能興趣班	95.4
初一	1	1	20170011	2.5	語文	70.6
初一	1	1	20170011	2.5	數學	54
初一	1	1	20170011	2.5	英文	42.6
初一	1	1	20170011	2.5	英會	55.4
初一	1	1	20170011	2.5	生物	70.6
初一	1	1	20170011	2.5	歷史	74.6
初一	1	1	20170011	2.5	地理	79
初一	1	1	20170011	2.5	音樂	83
初一	1	1	20170011	2.5	體育	94.8
初一	1	1	20170011	2.5	公民	87.6
初一	1	1	20170011	2.5	電腦	71.8
初一	1	1	20170011	2.5	美術	86.4
初一	1	1	20170011	3	田徑體適能興趣班	99
初一	1	1	20170011	3	語文	71
初一	1	1	20170011	3	數學	65
初一	1	1	20170011	3	英文	43
初一	1	1	20170011	3	生物	75
初一	1	1	20170011	3	歷史	65
初一	1	1	20170011	3	地理	68
初一	1	1	20170011	3	音樂	87
初一	1	1	20170011	3	體育	96
初一	1	1	20170011	3	公民	84
初一	1	1	20170011	3	電腦	67
初一	1	1	20170011	3	英會	64
初一	1	1	20170011	3	美術	74
初一	1	1	20170011	4	田徑體適能興趣班	99
初一	1	1	20170011	4	語文	73
初一	1	1	20170011	4	數學	73
初一	1	1	20170011	4	英文	69
初一	1	1	20170011	4	歷史	78
初一	1	1	20170011	4	地理	93
初一	1	1	20170011	4	生物	62
初一	1	1	20170011	4	音樂	84
初一	1	1	20170011	4	體育	99
初一	1	1	20170011	4	公民	94
初一	1	1	20170011	4	電腦	73
初一	1	1	20170011	4	英會	71
初一	1	1	20170011	4	美術	75
初一	1	1	20170011	4.5	田徑體適能興趣班	99
初一	1	1	20170011	4.5	語文	72.2
初一	1	1	20170011	4.5	數學	69.8
初一	1	1	20170011	4.5	英文	58.6
初一	1	1	20170011	4.5	英會	68.2
初一	1	1	20170011	4.5	生物	67.2
初一	1	1	20170011	4.5	歷史	72.8
初一	1	1	20170011	4.5	地理	83
初一	1	1	20170011	4.5	音樂	85.2
初一	1	1	20170011	4.5	體育	97.8
初一	1	1	20170011	4.5	公民	90
初一	1	1	20170011	4.5	電腦	70.6
初一	1	1	20170011	4.5	美術	74.6
初一	1	1	20170011	5	田徑體適能興趣班	97.2
初一	1	1	20170011	5	語文	71.4
初一	1	1	20170011	5	數學	61.9
